(['service', 'industry', 'potential', 'function', 'value', 'focus', 'advantage', 'opportunity', 'approach', 'company', 'consideration', 'question', 'companies—like', 'majority', 'activity', 'becomes', 'product', 'marketing', 'point', 'fact', 'apple', 'example', 'relationship', 'year', 'time', 'competitors—apple', 'competition', 'concept', 'success', 'set', 'skill', 'product-market', 'marketing-distribution', 'today', 'distribution', 'market', 'part', 'externally—and', 'basis', 'category', 'category—whether', '—as', 'source', 'imply', 'others', 'world', 'providers—their', 'way', 'category—both', 'benefit'], [('service', 54), ('company', 47), ('activity', 43), ('product', 16), ('value', 12), ('cost', 12), ('advantage', 12), ('skill', 12), ('industry', 11), ('focus', 11)])
(['relationship', 'opportunity', 'option', 'advantage', 'insight', 'use', 'leading-edge', 'point', 'experience', 'accomplish', 'manage', 'level', 'micro-units', 'variety', 'course', 'life', 'approach', 'success', 'something', 'problem', '—', 'micro-measures', 'exception', 'benefit', 'way', 'concern', 'example', 'cross-matrixing', 'change', 'micro-manage', 'knowledge', 'us', 'desire', 'choice', 'job', 'call', 'stay', 'moment', 'place', 'person', 'willingness', 'people', 'task', 'hand', 'need', 'possibility', 'effort', 'attention', 'situation', 'lead'], [('service', 58), ('system', 43), ('technology', 30), ('customer', 30), ('company', 27), ('unit', 23), ('organization', 23), ('—', 21), ('people', 19), ('management', 15)])
(['day', 'necessity', 'run', 'management', 'involvement', 'improvement', 'level', 'work', 'harder', 'approach', 'way', 'assumption', 'decade', 'people', 'manage', 'effort', 'principle', 'example', 'year', 'lack', 'responsibility', 'absence', 'consequence', 'process', 'future', 'look', 'issue', 'result', 'question', 'higher-level', 'finding', 'time', 'senior-level', 'middle', 'suggestion', 'concern', 'deal', 'problem', 'perspective', 'truth', 'discussion', 'belief', 'expectation', 'ability', 'kind', 'demonstrate', 'focus', 'majority', 'lot', 'self-management'], [('manager', 149), ('superior', 28), ('organization', 25), ('management', 24), ('performance', 24), ('work', 22), ('goal', 21), ('time', 15), ('style', 15), ('issue', 14)])
(['attention', 'business', 'performance', 'world', 'discussion', 'concept', 'year', 'top', 'success', 'myriad', 'time', 'assertion', 'need', 'order', 'industry', 'market-and', 'onslaughts–so', 'position', 'approach', 'market', 'examine', 'idea', 'conclusion', 'move', 'understood', 'customer', 'perspective', 'differentiate', 'focus', 'expectation', 'set', 'add-on', 'decision', 'example', 'someone', 'place', 'thing', 'principle', 'way', 'task', 'latter', 'people', 'emphasis', 'reason', 'help', 'opinion', 'future', 'question', 'issue', 'distinguishes'], [('service', 106), ('operation', 60), ('company', 54), ('firm', 50), ('customer', 42), ('stage', 37), ('system', 27), ('organization', 20), ('competitor', 20), ('management', 17)])
(['advantage', 'knew', 'offer', 'get', 'result', 'month', 'option', 'unique', 'shift', 'consequence', 'deal', 'change', 'year', 'fideliy', 'offering', 'everything', 'way', 'anything', 'time', 'us', 'call', 'second', 'knowledge', 'preference', 'today', 'subclassifications', 'people', 'basis', 'week', 'tell', 'help', 'example', 'life', 'end', 'imagine', 'check', 'fact', 'matter', 'instance', 'rest', 'idea', 'remembers', 'variety', 'something', 'waldenbooks', 'specialty', 'attempt', 'become', 'need', 'choice'], [('customer', 83), ('firm', 40), ('marketing', 29), ('product', 26), ('consumer', 23), ('database', 22), ('program', 22), ('information', 21), ('value', 21), ('purchase', 19)])
(['customer', 'expectation', 'service', 'perception', 'way', 'type', 'knowledge', 'question', 'focus', 'approach', 'subject', 'insight', 'finding', 'result', 'conclusion', 'end-customers', 'difference', 'discussion', 'implication', 'fundamental', 'pay', 'product', 'time', 'influence', 'excuse', 'idea', 'money', 'kept', 'basic', 'opportunity', 'empathy3', 'present', 'outcome', 'importance', 'concern', 'provide', 'surprise', 'courtesy', 'possibility', 'situation', 'part', 'tolerance', 'differ', 'experience', 'become', 'circumstance', 'feel', 'option', 'get', 'service-failure'], [('service', 164), ('customer', 158), ('expectation', 66), ('company', 34), ('level', 34), ('research', 28), ('firm', 25), ('group', 25), ('dimension', 25), ('insurance', 22)])
(['experience', 'product', 'difference', 'success', 'benefit', 'effort', 'year', 'aim', 'change', 'illustrate', 'identify', 'reason', 'start', 'conclude', 'mind', 'problem', 'work', 'part', 'make', 'place', 'correct', 'gilbreth', 'way', 'responsibility', 'knowledge', 'job', 'thought', 'suggestion', 'describe', 'addition', 'example', 'patterson7', 'point', 'determine', 'time', 'premise', 'idea', 'case', 'fact', 'speaking', 'saying', 'influence', 'purpose', 'desire', 'use', 'proportion', 'contribution', 'absence', 'hand', 'people'], [('company', 64), ('improvement', 50), ('worker', 46), ('suggestion', 41), ('employee', 39), ('management', 36), ('program', 32), ('system', 24), ('method', 23), ('idea', 23)])
(['customer', 'people', 'work', 'job', 'effort', 'result', 'scenario', 'problem', 'decision', 'selection', 'perception', 'customer-servicer', 'help', 'consequence', 'implication', 'low-tenure', 'time', 'number', 'example', 'others', 'emphasis', 'set', 'possibility', 'year', 'week', 'way', 'step', 'success', 'consider', 'well', 'expense', 'pay-for-performance', 'reichardt', 'see', 'right', 'cost', 'experience', 'willingness', 'understand', 'explanation', 'assumption', 'excuse', 'lack', 'decade', 'responsibility', 'difference', 'concern', 'importance', 'choice', 'issue'], [('service', 64), ('customer', 46), ('manager', 35), ('cycle', 33), ('employee', 30), ('people', 27), ('failure', 25), ('percent', 23), ('labor', 22), ('level', 21)])
(['success', 'technology', 'answer', 'experience', 'example', 'month', 'problem', 'multitude', 'circumstance', 'time', 'change', 'approach', 'waiting', 'work', 'reduced—the', 'everything', 'life', 'part', 'quantity', 'hour', '—the', 'benefit', 'demand', 'can', 'others', 'week', 'world', 'spot', 'year', 'exception', 'majchrzak', 'point', 'something', 'drop', 'introduction', 'impact', 'presence', 'improvement', 'reality', 'reach', 'luck', 'variety', 'effect', 'term', 'essence', 'people', 'instance', 'capability', 'organization', 'fact'], [('technology', 64), ('problem', 51), ('plant', 51), ('system', 47), ('change', 36), ('manager', 31), ('time', 28), ('equipment', 26), ('simulation', 25), ('knowledge', 21)])
(['someone', 'change', 'multi-issue', 'issue', 'importance', 'problem', 'matter', 'fact', '—in', 'intention', 'necessity', 'co-ordination', 'look', '—', 'discussion', 'type', 'instance', 'point', 'place', 'consequence', 'fill', 'faith', 'statement', 'assertion', 'person', 'kind', 'lie', 'question', 'come', 'today', 'tomorrow', 'opinion', 'know', 'reference', 'mind', 'respect', 'way', 'therefore', 'example', 'tell', 'truth', 'hand', 'maintain', 'knowledge', 'capability9', 'disregard', 'circumstance', 'deal', 'mistake', 'fault'], [('fraud', 34), ('law', 31), ('negotiation', 30), ('fact', 25), ('statement', 25), ('court', 20), ('contract', 20), ('case', 18), ('business', 18), ('buyer', 18)])
(['create', 'advantage', 'time', 'use', 'variety', 'selection', 'way', 'aspect', 'decision', 'consideration', 'attention', 'consider', 'example', 'option', 'combination', 'result', 'life', 'year', 'run', 'choice', 'concept', 'start', 'preference', 'implication', 'decision-making', 'issue', 'opportunity', 'impact', 'contribution', 'help', 'difference', 'part', 'danger', 'problem', 'approach', 'lack', 'concern', 'whereas', 'demand', 'combine', 'reason', 'offering', 'addition', 'check', 'others', 'place', 'affect', 'effort', 'offer', 'change'], [('product', 50), ('bundle', 48), ('segment', 34), ('price', 29), ('customer', 28), ('item', 27), ('cost', 22), ('module', 19), ('service', 18), ('consumer', 18)])
(['course', 'procrustes', 'dispute', 'way', 'today', 'issue', 'litigation', 'choice', '—litigation', 'attempt', 'conflict', 'hand', 'approach', 'selection', 'in-house', 'help', 'opt', 'face', 'case', 'mini', 'mini-trials', 'end', 'promise', 'problem', 'time', 'opportunity', 'decision', 'making', 'analysis', 'resolve', 'individual', 'concern', 'benefit', 'drawback', 'question', 'ask', 'use', 'option', 'try', 'determine', 'proceed', 'devise', 'methodology', 'allow', 'success', 'formulate', 'understanding', 'offer', 'example', 'type'], [('party', 119), ('process', 94), ('conflict', 62), ('dispute', 59), ('litigation', 41), ('manager', 38), ('resolution', 36), ('procedure', 25), ('interest', 25), ('problem', 21)])
(['organization', 'time', 'way', 'relation', 'people', 'world', 'forth', 'trouble', 'feel', 'today', 'call', 'depends', 'thing', 'need', 'place', 'change', 'answer', 'example', 'others', 'sense', 'another—ibm', 'problem', 'approach', 'force', 'deal', 'happens', 'understanding', 'combination', 'contradiction', 'puzzle-cum-lego', 'prove', 'lot', 'splitters—synthesizers', 'course', 'mammals—bears', 'refers', 'kind', 'reality', 'adhocracy', 'hand', 'carry', 'term', 'question', 'wake-up', 'surprise', 'point', 'order', 'context', 'know', 'something'], [('organization', 160), ('force', 92), ('ideology', 49), ('form', 41), ('configuration', 40), ('politics', 29), ('change', 28), ('machine', 27), ('people', 22), ('way', 21)])
(['general', 'point', 'identify', 'vis-à-vis', 'influence', 'time', 'decision', 'today', 'drop', 'contribution', 'grasp', 'importance', 'effort', 'result', 'thing', 'trade', 'year', 'good', 'change', 'way', 'example', 'attention', 'kind', 'show', 'note', 'part', 'step', 'scenario', 'conclusion', 'number', 'situation', 'inability', 'life', 'feel', 'cause', 'fact', 'future', 'discussion', 'consideration', 'differs', 'concern', 'focus', 'use', 'advantage', 'impact', 'hence', 'regardless', 'interest', 'need', 'difference'], [('exchange', 84), ('currency', 71), ('company', 58), ('market', 45), ('cost', 36), ('dollar', 29), ('movement', 29), ('exposure', 28), ('rate', 27), ('position', 25)])
(['need', 'attitude', 'quality', 'influence', 'instance', 'fact', 'way', 'basis', 'define', 'information', 'advantage', 'importance', 'concern', 'use', 'term', 'represent', 'belief', 'impression', 'place', 'suggests', 'point', 'people', 'everyone', 'job', 'attention', 'step', 'factors—the', 'perception', 'example', 'highlight', 'convince', 'factor', 'aim', 'others', 'seek', 'desire', 'work', 'consider', 'focus', 'discussion', 'analyze', 'result', 'time', 'question', 'decision', 'possibility', 'objective', 'situation', 'analyzes', 'comparison'], [('company', 90), ('image', 86), ('attribute', 28), ('competitor', 20), ('customer', 19), ('product', 18), ('management', 18), ('importance', 18), ('car', 17), ('marketing', 16)])
(['night', 'colatriano', 'home', 'hour', 'time', 'month', 'run', 'expertise', 'realization', 'place', 'look', 'lesson', 'fact', 'success', 'need', 'decade', 'benefit', 'quality', 'knowledge', 'creation', 'contribution', 'people', 'aspect', 'example', 'effort', 'reference', 'high-quality', 'evidence', 'show', 'everything', 'nothing', 'whole', 'matter', 'identifies', 'require', 'forward', 'hell', '…', 'lot', 'get', 'attention', 'impact', 'everyone', '—', 'problem', 'information', 'suggests', 'principle', 'net-shape', 'way'], [('company', 60), ('knowledge', 46), ('system', 42), ('manager', 38), ('steel', 37), ('employee', 36), ('operator', 31), ('organization', 30), ('people', 29), ('production', 26)])
(['decade', 'become', 'year', 'technology', 'people', 'need', 'today', 'fact', 'future', 'day', 'job', '—', 'part', 'approach', 'effort', 'reason', 'life', 'argument', 'basis', 'hold', 'assertion', 'affect', 'use', 'mention', 'situation', 'difference', 'example', 'success', 'definition', 'result', 'influence', 'create', 'requirement', 'exception', 'fast-growing', 'place', 'purpose', 'help', 'classify', 'define', 'step', 'perspective', 'problem', 'build', 'assumption', 'issue', 'implication', 'attention', 'focus', 'nontechnologists'], [('information', 290), ('model', 51), ('firm', 48), ('organization', 38), ('company', 38), ('management', 33), ('politics', 33), ('manager', 28), ('executive', 28), ('technology', 27)])
(['product', 'time', 'market', '—', 'majority', 'effort', 'benefit', 'life', 'initiative', 'improvement', 'attempt', 'perspective', 'customer', 'partner', 'impact', 'case', 'use', 'result', 'course', 'job', 'relationship', 'intent', 'point', 'advantage', 'opportunity', 'offer', 'basis', 'example', 'attention', 'change', 'work', 'emphasis', 'turn', 'purchasing', 'offering', 'valuelink', 'year', 'order', 'conclusion', 'ahsc', 'methodology', 'describe', 'need', 'order-entry', 'question', 'move', 'shift', 'mcgaw', 'proportion', 'responsibility'], [('system', 77), ('hospital', 67), ('product', 54), ('business', 54), ('customer', 48), ('baxter', 36), ('order', 30), ('distribution', 29), ('ahsc', 26), ('service', 25)])
(['question', 'advantage', 'product', 'market', '—', 'help', 'answer', 'difference', 'step', 'capability', 'future', 'approach', 'basis', 'success', 'methodology', 'issue', 'effort', 'problem', 'offer', 'year', 'come', 'job', 'way', 'concept', 'idea', 'make', 'assure', 'addition', 'time', 'hewlett-packard', 'example', 'focus', 'today', 'scenario', 'think', 'change', 'concern', 'assumption', 'knowledge', 'point', 'people', 'threat', 'opportunity', 'imagine', 'choice', 'life', 'day', 'order', 'decade', 'need'], [('capability', 80), ('apple', 76), ('segment', 56), ('firm', 50), ('product', 49), ('vision', 44), ('core', 41), ('scenario', 40), ('industry', 39), ('market', 32)])
(['approach', 'answer', 'help', 'question', 'advantage', 'situation', 'cost', 'benefit', 'example', 'one', 'money', 'change', 'thank', 'work', 'schaaf', 'note', 'zemke', 'imagination', 'way', 'thing', 'carlzon', 'problem', '—', 'make', 'direction', 'hand', 'quality', 'people', 'need', 'rule', 'fact', 'high-involvement', 'go', 'think', 'participant', 'diverse', 'point', 'time', 'response', 'respond', 'something', 'check', 'rule-breaking', 'turn', 'minute', 'today', 'job', 'feel', 'find', 'decade'], [('service', 107), ('employee', 84), ('customer', 75), ('approach', 41), ('work', 30), ('organization', 27), ('business', 22), ('job', 20), ('quality', 18), ('empowerment', 17)])
(['part', 'inventory', 'opportunity', 'knowledge', 'experience', 'problem', 'information', 'consequence', 'result', 'example', 'lot', 'time', 'turn', 'fill', 'end', 'job', 'help', 'hence', 'week', 'know', 'waiting', 'significance', 'contend', 'attention', 'need', 'guess', 'day', 'keep', 'inventory/backlog', 'backlog', 'shipability', 'requirement', 'others', 'improvement', 'emphasis', 'just-in-time', 'considers', 'understand', 'work', 'way', 'nothing', 'improve', 'step', 'use', 'reflect', 'change', 'place', 'impact', 'effort', 'decision'], [('chain', 54), ('supply', 53), ('inventory', 52), ('customer', 50), ('order', 36), ('time', 36), ('product', 35), ('company', 35), ('manufacturer', 34), ('distribution', 33)])
(['everyone', 'perspective', 'step', 'world', 'focus', 'create', 'difficulty', 'consumption', 'time', 'job', 'industry', 'micro-electronics', 'wage', '—', 'everything', 'relation', 'individual', 'advantage', 'person', 'combination', 'success', 'end', 'life', 'today', 'change', 'moment', 'quasi-trading', 'quasi', 'attempt', 'disadvantage', 'point', 'attention', 'people', 'something', 'move', 'harder', 'rest', 'reason', 'fact', 'work', 'progress', 'issue', 'opportunity', 'need', 'truly', 'basis', 'decade', 'world-class', 'part', 'mean'], [('world', 57), ('firm', 54), ('investment', 43), ('system', 38), ('state', 33), ('japan', 32), ('country', 30), ('europe', 29), ('market', 26), ('consumption', 25)])
(['advance', 'job', 'opportunity', 'number', 'group', 'act', 'firm', 'employee', 'order', 'help', 'business', 'owner', 'respond', 'requirement', 'review', 'background', 'provision', 'recommend', 'course', 'action', 'employer', 'employment', 'right', 'origin', 'individual', 'year', 'address', 'prohibits', 'worker', 'fill', 'gap', 'activity', 'discussion', '—', 'defines', 'way', 'life', 'definition', 'avoids', 'list', 'people', 'others', 'instance', 'stage', 'presence', 'example', 'whereas', 'case', 'use', 'decision'], [('accommodation', 24), ('job', 18), ('cost', 18), ('firm', 17), ('act', 16), ('law', 13), ('employee', 10), ('employment', 10), ('employer', 9), ('rehabilitation', 8)])
(['morning', 'year', 'mail', 'day', 'delivers', 'order', 'time', 'week', 'knowbot', 'use', 'today', 'wherever', 'help', 'affect', 'people', 'issue', 'way', 'work', 'progress', 'attempt', 'fill', 'describe', 'assumption', 'scenario', 'change', 'decade', 'clue', 'best-case', 'number', 'knowledge', 'benefit', 'ability', 'cost-performance', 'improvement', 'everything', '—', 'cost', 'high-performance', 'performance', 'addition', 'situation', 'bit', 'second', 'individual', 'capability', 'client', 'server', 'advantage', 'conclusion', 'realization'], [('system', 67), ('organization', 42), ('application', 42), ('technology', 39), ('information', 27), ('business', 27), ('change', 27), ('company', 21), ('year', 20), ('data', 19)])
(['—', 'responsibility', 'time', 'example', 'solve', 'situation', 'decision', 'focus', 'attention', 'issue', 'concern', 'consider', 'composite:5', 'scenario', 'decision-making', 'need', 'help', 'opportunity', 'approach', 'perspective', 'methodology', 'change', 'consequence', 'benefit', 'way', 'reason', 'hand', 'others', 'importance', 'problem', 'threat', 'knowledge', 'step', 'question', 'extent', 'work', 'seek', 'discussion', 'reach', 'debate', 'begin', 'implication', 'effort', 'part', 'use', 'experience', 'let', 'influence', 'move', 'know-how'], [('management', 43), ('manager', 38), ('firm', 27), ('responsibility', 24), ('line', 20), ('resource', 20), ('business', 19), ('issue', 17), ('architecture', 16), ('process', 14)])
(['context', 'others', 'time', 'juran', 'see', 'question', 'point', 'example', 'part', 'success', 'addition', 'describe', 'opportunity', 'change', 'approach', 'differs', 'impact', 'instance', 'nonconformance', 'problem', 'likewise', 'expectation', 'use', 'way', 'give', 'better', 'emphasis', 'help', 'focus', 'progress', 'trouble', 'attention', 'issue', 'responsibility', 'improvement', 'difficulty', 'xerox/dana', 'usmg', 'xeli', 'benefit', 'end', 'fact', 'people', 'look', 'result', 'concern', 'methodology', 'middle', 'step', 'us'], [('cost', 40), ('program', 37), ('quality', 33), ('customer', 23), ('manager', 21), ('xerox', 19), ('coq', 17), ('equipment', 17), ('problem', 14), ('accounting', 13)])
(['difficulty', 'confidence', 'consequence', 'opinion', 'people', 'experience', 'tell', 'certainty', 'belief', 'instance', 'others', 'seldom', 'hold', 'debate', 'feel', 'way', 'point', 'day', 'advantage', 'step', 'problem', 'concern', 'nothing', 'worry', 'answer', '—', 'surprise', '‘', 'question', 'year', 'number', 'guess', 'lie', 'something', 'metaknowledge', 'knowledge', 'fact', 'concept', 'time', 'expertise', 'example', 'decision', 'decide', 'mistake', 'mean', 'focus', 'issue', 'risk', 'expert', 'lot'], [('percent', 59), ('overconfidence', 37), ('confidence', 34), ('manager', 32), ('people', 28), ('group', 28), ('question', 22), ('time', 18), ('range', 15), ('judgment', 15)])
(['importance', 'advantage', 'need', 'decision', 'focus', 'product', 'development', 'company', 'market', 'others', 'ability', 'time', 'improvement', 'customer', 'firm', 'philosophy', 'example', 'management', 'difficulty', 'demand', 'style', 'fashion', 'system', 'sale', 'data', 'access', 'quality', 'cost', 'force', 'competitor', 'attention', 'objective', 'guideline', 'experience', 'book', 'article', 'set', 'recommendation', 'amount', 'source', 'reduction', 'acceptance', 'area', 'figure', 'show', 'line', 'era', 'build', 'region', 'good'], [('market', 107), ('product', 77), ('firm', 38), ('customer', 28), ('penetration', 22), ('time', 17), ('advantage', 16), ('example', 16), ('innovation', 15), ('sale', 12)])
(['world', 'setting', 'time', 'year', 'right-hand', 'part', 'japanese-run', 'shift', 'change', 'course', '—', 'reason', 'problem', 'way', 'today', 'attention', 'addition', 'number', 'concern', 'advantage', 'furthermore', 'half', 'example', 'mid-1970s', 'end', 'decade', 'fall', 'attempt', 'run', 'variety', 'approach', 'meant', 'day', 'fact', 'impact', 'drop', 'influence', 'felt', 'work', 'benefit', 'japanese-brazilians', 'fill', 'place', 'move', 'extent', 'maintain', 'country', '—are', 'hour', 'closing'], [('firm', 27), ('market', 26), ('japan', 24), ('part', 23), ('industry', 23), ('production', 22), ('state', 20), ('car', 18), ('percent', 17), ('plant', 16)])
(['—', 'existence', 'learning', 'objective', 'others', 'effort', 'fact', 'hence', 'working', 'differentiate', 'becomes', 'attention', 'individual', 'mind', 'thing', 'focus', 'work', 'insight', 'learn', 'let', 'definition', 'word', 'meaning', 'term', 'varies', 'knowledge', 'implies', 'experience', 'number', 'argyris', 'argue', 'place', 'concept', 'part', 'people', 'understand', 'example', 'use', 'way', 'distinction', 'aspect', 'describes', 'person', 'idea', 'situation', 'variety', 'setting', 'refers', 'reaction-judgment-intervention', 'discovery-invention-production-generalization'], [('model', 95), ('organization', 67), ('learning', 65), ('action', 41), ('memory', 25), ('process', 22), ('cycle', 22), ('individual', 21), ('way', 18), ('group', 17)])
(['group', 'idea', 'setting', 'variety', 'topic', 'way', 'individual', 'decade', 'others', '—', 'work', 'problem', 'happens', 'someone', 'turn', 'think', 'people', 'refers', 'thing', 'result', 'describe', 'use', 'year', 'number', 'fact', 'drawback', 'provide', 'day', 'selection', 'royal-lepage', 'purpose', 'opportunity', 'good', 'kind', 'hour', 'see', 'attempt', 'fear', 'advantage', 'four-person', 'twelve-person', 'chance', 'high-quality', 'doubt', 'lack', 'wait', 'worry', 'offer', 'time', 'week'], [('idea', 144), ('group', 96), ('brainstorming', 44), ('member', 36), ('people', 26), ('process', 23), ('software', 22), ('problem', 18), ('number', 14), ('session', 14)])
(['information', 'threat', 'success', 'saving', 'deal', 'year', 'pfendt', 'question', 'use', 'pay', 'way', 'stand', 'advantage', 'note', 'attention', 'effort', 'cost', 'trade', 'example', 'point', 'addition', 'wish', 'bankshares', 'consideration', 'potential', 'consequence', 'circumstance', 'cash', 'help', 'expectation', 'option', 'decade', 'interest', 'today', 'change', '—', 'list', 'responsibility', 'charge', 'fee', 'number', 'argument', 'individual', 'hour', 'minute', 'statement', 'specific', 'look', 'absent', 'nothing'], [('vendor', 138), ('service', 115), ('customer', 109), ('company', 74), ('contract', 60), ('cost', 46), ('measure', 41), ('system', 32), ('information', 28), ('percent', 26)])
